ACTION QUERY 10000 10 Native American casino
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 416 SNIPPET_RELEVANT b'955858'
ACTION DOC 10000 436 EXAMINING_DOCUMENT b'955858'
ACTION MARK 10000 439 CONSIDERED_RELEVANT b'955858'
ACTION SNIPPET 10000 442 SNIPPET_NOT_RELEVANT b'1447889'
ACTION SNIPPET 10000 445 SNIPPET_NOT_RELEVANT b'658086'
ACTION SNIPPET 10000 448 SNIPPET_RELEVANT b'687474'
ACTION DOC 10000 468 EXAMINING_DOCUMENT b'687474'
ACTION MARK 10000 471 CONSIDERED_RELEVANT b'687474'
ACTION SNIPPET 10000 474 SNIPPET_RELEVANT b'587058'
ACTION DOC 10000 494 EXAMINING_DOCUMENT b'587058'
ACTION MARK 10000 497 CONSIDERED_RELEVANT b'587058'
ACTION SNIPPET 10000 500 SNIPPET_NOT_RELEVANT b'586774'
ACTION QUERY 10000 510 Tribal gaming
ACTION SERP 10000 515 EXAMINE_SERP
ACTION SNIPPET 10000 518 SNIPPET_RELEVANT b'370824'
ACTION DOC 10000 538 EXAMINING_DOCUMENT b'370824'
ACTION MARK 10000 541 CONSIDERED_RELEVANT b'370824'
ACTION SNIPPET 10000 544 SNIPPET_RELEVANT b'1275255'
ACTION DOC 10000 564 EXAMINING_DOCUMENT b'1275255'
ACTION MARK 10000 567 CONSIDERED_RELEVANT b'1275255'
ACTION SNIPPET 10000 570 SNIPPET_NOT_RELEVANT b'658086'
ACTION SNIPPET 10000 573 SNIPPET_RELEVANT b'1182706'
ACTION DOC 10000 593 EXAMINING_DOCUMENT b'1182706'
ACTION MARK 10000 596 CONSIDERED_RELEVANT b'1182706'
ACTION SNIPPET 10000 599 SNIPPET_NOT_RELEVANT b'856657'
ACTION SNIPPET 10000 602 SNIPPET_RELEVANT b'614629'
ACTION DOC 10000 622 EXAMINING_DOCUMENT b'614629'
ACTION MARK 10000 625 CONSIDERED_RELEVANT b'614629'
ACTION SNIPPET 10000 628 SNIPPET_NOT_RELEVANT b'586774'
ACTION SNIPPET 10000 631 SNIPPET_RELEVANT b'274126'
ACTION DOC 10000 651 EXAMINING_DOCUMENT b'274126'
ACTION MARK 10000 654 CONSIDERED_RELEVANT b'274126'
ACTION SNIPPET 10000 657 SNIPPET_NOT_RELEVANT b'617630'
ACTION SNIPPET 10000 660 SNIPPET_RELEVANT b'1133684'
ACTION DOC 10000 680 EXAMINING_DOCUMENT b'1133684'
ACTION MARK 10000 683 CONSIDERED_RELEVANT b'1133684'
ACTION QUERY 10000 693 Casino reservation
ACTION SERP 10000 698 EXAMINE_SERP
ACTION SNIPPET 10000 701 SNIPPET_NOT_RELEVANT b'279206'
ACTION SNIPPET 10000 704 SNIPPET_RELEVANT b'1690343'
ACTION DOC 10000 724 EXAMINING_DOCUMENT b'1690343'
ACTION MARK 10000 727 CONSIDERED_RELEVANT b'1690343'
ACTION SNIPPET 10000 730 SNIPPET_NOT_RELEVANT b'501721'
ACTION SNIPPET 10000 733 SNIPPET_NOT_RELEVANT b'289641'
ACTION SNIPPET 10000 736 SNIPPET_RELEVANT b'1092867'
ACTION DOC 10000 756 EXAMINING_DOCUMENT b'1092867'
ACTION MARK 10000 759 CONSIDERED_RELEVANT b'1092867'
ACTION SNIPPET 10000 762 SNIPPET_RELEVANT b'447943'
ACTION DOC 10000 782 EXAMINING_DOCUMENT b'447943'
ACTION MARK 10000 785 CONSIDERED_RELEVANT b'447943'
ACTION SNIPPET 10000 788 SNIPPET_RELEVANT b'1259423'
ACTION DOC 10000 808 EXAMINING_DOCUMENT b'1259423'
ACTION MARK 10000 811 CONSIDERED_RELEVANT b'1259423'
ACTION SNIPPET 10000 814 SNIPPET_RELEVANT b'1516931'
ACTION DOC 10000 834 EXAMINING_DOCUMENT b'1516931'
ACTION MARK 10000 837 CONSIDERED_RELEVANT b'1516931'
ACTION SNIPPET 10000 840 SNIPPET_NOT_RELEVANT b'448619'
ACTION SNIPPET 10000 843 SNIPPET_RELEVANT b'1099656'
ACTION DOC 10000 863 EXAMINING_DOCUMENT b'1099656'
ACTION MARK 10000 866 CONSIDERED_RELEVANT b'1099656'
ACTION QUERY 10000 876 Indian reservation casino
ACTION SERP 10000 881 EXAMINE_SERP
ACTION SNIPPET 10000 884 SNIPPET_NOT_RELEVANT b'661685'
ACTION SNIPPET 10000 887 SEEN_PREVIOUSLY b'1259423'
ACTION SNIPPET 10000 890 SNIPPET_RELEVANT b'1365860'
ACTION DOC 10000 910 EXAMINING_DOCUMENT b'1365860'
ACTION MARK 10000 913 CONSIDERED_RELEVANT b'1365860'
ACTION SNIPPET 10000 916 SEEN_PREVIOUSLY b'587058'
ACTION SNIPPET 10000 919 SEEN_PREVIOUSLY b'447943'
ACTION SNIPPET 10000 922 SEEN_PREVIOUSLY b'449033'
ACTION SNIPPET 10000 925 SNIPPET_NOT_RELEVANT b'279206'
ACTION SNIPPET 10000 928 SNIPPET_NOT_RELEVANT b'658086'
ACTION SNIPPET 10000 931 SNIPPET_NOT_RELEVANT b'289641'
ACTION SNIPPET 10000 934 SNIPPET_NOT_RELEVANT b'310413'
ACTION QUERY 10000 944 Native American reservation
ACTION SERP 10000 949 EXAMINE_SERP
ACTION SNIPPET 10000 952 SNIPPET_NOT_RELEVANT b'216666'
ACTION SNIPPET 10000 955 SNIPPET_NOT_RELEVANT b'1703110'
ACTION SNIPPET 10000 958 SNIPPET_NOT_RELEVANT b'751799'
ACTION SNIPPET 10000 961 SNIPPET_NOT_RELEVANT b'408483'
ACTION SNIPPET 10000 964 SNIPPET_NOT_RELEVANT b'1359701'
ACTION SNIPPET 10000 967 SNIPPET_NOT_RELEVANT b'403115'
ACTION SNIPPET 10000 970 SNIPPET_RELEVANT b'970868'
ACTION DOC 10000 990 EXAMINING_DOCUMENT b'970868'
ACTION SNIPPET 10000 993 SNIPPET_NOT_RELEVANT b'1621567'
ACTION SNIPPET 10000 996 SNIPPET_NOT_RELEVANT b'1010737'
ACTION SNIPPET 10000 999 SNIPPET_NOT_RELEVANT b'727498'
ACTION QUERY 10000 1009 Tribal casino
ACTION SERP 10000 1014 EXAMINE_SERP
ACTION SNIPPET 10000 1017 SEEN_PREVIOUSLY b'1182706'
ACTION SNIPPET 10000 1020 SNIPPET_RELEVANT b'586774'
ACTION DOC 10000 1040 EXAMINING_DOCUMENT b'586774'
ACTION SNIPPET 10000 1043 SNIPPET_RELEVANT b'1404518'
ACTION DOC 10000 1063 EXAMINING_DOCUMENT b'1404518'
ACTION MARK 10000 1066 CONSIDERED_RELEVANT b'1404518'
ACTION SNIPPET 10000 1069 SNIPPET_NOT_RELEVANT b'658086'
ACTION SNIPPET 10000 1072 SNIPPET_NOT_RELEVANT b'1480432'
ACTION SNIPPET 10000 1075 SNIPPET_RELEVANT b'1458962'
ACTION DOC 10000 1095 EXAMINING_DOCUMENT b'1458962'
ACTION MARK 10000 1098 CONSIDERED_RELEVANT b'1458962'
ACTION SNIPPET 10000 1101 SEEN_PREVIOUSLY b'587058'
ACTION SNIPPET 10000 1104 SNIPPET_RELEVANT b'1193730'
ACTION DOC 10000 1124 EXAMINING_DOCUMENT b'1193730'
ACTION MARK 10000 1127 CONSIDERED_RELEVANT b'1193730'
ACTION SNIPPET 10000 1130 SNIPPET_RELEVANT b'1732526'
ACTION DOC 10000 1150 EXAMINING_DOCUMENT b'1732526'
ACTION MARK 10000 1153 CONSIDERED_RELEVANT b'1732526'
ACTION SNIPPET 10000 1156 SNIPPET_RELEVANT b'883227'
ACTION DOC 10000 1176 EXAMINING_DOCUMENT b'883227'
ACTION MARK 10000 1179 CONSIDERED_RELEVANT b'883227'
ACTION QUERY 10000 1189 Casino owned by Native Americans
ACTION SERP 10000 1194 EXAMINE_SERP
ACTION SNIPPET 10000 1197 SNIPPET_NOT_RELEVANT b'751799'
ACTION SNIPPET 10000 1200 SNIPPET_RELEVANT b'955215'
ACTION DOC 10000 1220 EXAMINING_DOCUMENT b'955215'
ACTION SNIPPET 10000 1223 SEEN_PREVIOUSLY b'659520'
ACTION SNIPPET 10000 1226 SEEN_PREVIOUSLY b'1088208'
ACTION SNIPPET 10000 1229 SNIPPET_RELEVANT b'606494'
ACTION DOC 10000 1249 EXAMINING_DOCUMENT b'606494'
ACTION MARK 10000 1252 CONSIDERED_RELEVANT b'606494'
ACTION SNIPPET 10000 1255 SNIPPET_RELEVANT b'625438'
ACTION DOC 10000 1275 EXAMINING_DOCUMENT b'625438'
ACTION MARK 10000 1278 CONSIDERED_RELEVANT b'625438'
ACTION SNIPPET 10000 1281 SEEN_PREVIOUSLY b'453286'
ACTION SNIPPET 10000 1284 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 1287 SNIPPET_RELEVANT b'1047842'
ACTION DOC 10000 1307 EXAMINING_DOCUMENT b'1047842'
ACTION MARK 10000 1310 CONSIDERED_RELEVANT b'1047842'
ACTION SNIPPET 10000 1313 SNIPPET_RELEVANT b'1528087'
ACTION DOC 10000 1333 EXAMINING_DOCUMENT b'1528087'
ACTION MARK 10000 1336 CONSIDERED_RELEVANT b'1528087'
ACTION QUERY 10000 1346 Indigenous casino
ACTION SERP 10000 1351 EXAMINE_SERP
ACTION SNIPPET 10000 1354 SNIPPET_NOT_RELEVANT b'1147776'
ACTION SNIPPET 10000 1357 SNIPPET_RELEVANT b'1532917'
ACTION DOC 10000 1377 EXAMINING_DOCUMENT b'1532917'
ACTION SNIPPET 10000 1380 SNIPPET_NOT_RELEVANT b'1223310'
ACTION SNIPPET 10000 1383 SNIPPET_RELEVANT b'829502'
ACTION DOC 10000 1403 EXAMINING_DOCUMENT b'829502'
ACTION MARK 10000 1406 CONSIDERED_RELEVANT b'829502'
ACTION SNIPPET 10000 1409 SNIPPET_NOT_RELEVANT b'351539'
ACTION SNIPPET 10000 1412 SNIPPET_NOT_RELEVANT b'1183176'
ACTION SNIPPET 10000 1415 SNIPPET_NOT_RELEVANT b'890452'
ACTION SNIPPET 10000 1418 SNIPPET_NOT_RELEVANT b'1001409'
ACTION SNIPPET 10000 1421 SNIPPET_NOT_RELEVANT b'175246'
ACTION SNIPPET 10000 1424 SNIPPET_RELEVANT b'866624'
ACTION DOC 10000 1444 EXAMINING_DOCUMENT b'866624'
ACTION QUERY 10000 1454 Native American gambling
ACTION SERP 10000 1459 EXAMINE_SERP
ACTION SNIPPET 10000 1462 SNIPPET_RELEVANT b'505473'
ACTION DOC 10000 1482 EXAMINING_DOCUMENT b'505473'
ACTION MARK 10000 1485 CONSIDERED_RELEVANT b'505473'
ACTION SNIPPET 10000 1488 SNIPPET_NOT_RELEVANT b'498450'
ACTION SNIPPET 10000 1491 SNIPPET_RELEVANT b'597581'
ACTION DOC 10000 1511 EXAMINING_DOCUMENT b'597581'
ACTION MARK 10000 1514 CONSIDERED_RELEVANT b'597581'
ACTION SNIPPET 10000 1517 SNIPPET_NOT_RELEVANT b'751799'
ACTION SNIPPET 10000 1520 SEEN_PREVIOUSLY b'659520'
ACTION SNIPPET 10000 1523 SEEN_PREVIOUSLY b'449033'
ACTION SNIPPET 10000 1526 SEEN_PREVIOUSLY b'453286'
ACTION SNIPPET 10000 1529 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 1532 SNIPPET_NOT_RELEVANT b'709345'
ACTION SNIPPET 10000 1535 SEEN_PREVIOUSLY b'1088208'
ACTION QUERY 10000 1545 Native American tribal casino
ACTION SERP 10000 1550 EXAMINE_SERP
ACTION SNIPPET 10000 1553 SEEN_PREVIOUSLY b'1088208'
ACTION SNIPPET 10000 1556 SNIPPET_NOT_RELEVANT b'751799'
ACTION SNIPPET 10000 1559 SNIPPET_NOT_RELEVANT b'1102646'
ACTION SNIPPET 10000 1562 SNIPPET_NOT_RELEVANT b'498450'
ACTION SNIPPET 10000 1565 SEEN_PREVIOUSLY b'955215'
ACTION SNIPPET 10000 1568 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 1571 SNIPPET_NOT_RELEVANT b'658086'
ACTION SNIPPET 10000 1574 SEEN_PREVIOUSLY b'449033'
ACTION SNIPPET 10000 1577 SNIPPET_RELEVANT b'778782'
ACTION DOC 10000 1597 EXAMINING_DOCUMENT b'778782'
ACTION MARK 10000 1600 CONSIDERED_RELEVANT b'778782'
ACTION SNIPPET 10000 1603 SEEN_PREVIOUSLY b'1732526'
ACTION QUERY 10000 1613 Indian tribal casinos
ACTION SERP 10000 1618 EXAMINE_SERP
ACTION SNIPPET 10000 1621 SEEN_PREVIOUSLY b'1404518'
ACTION SNIPPET 10000 1624 SEEN_PREVIOUSLY b'1182706'
ACTION SNIPPET 10000 1627 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 1630 SNIPPET_RELEVANT b'1343410'
ACTION DOC 10000 1650 EXAMINING_DOCUMENT b'1343410'
ACTION MARK 10000 1653 CONSIDERED_RELEVANT b'1343410'
ACTION SNIPPET 10000 1656 SEEN_PREVIOUSLY b'586774'
ACTION SNIPPET 10000 1659 SEEN_PREVIOUSLY b'955858'
ACTION SNIPPET 10000 1662 SNIPPET_NOT_RELEVANT b'658086'
ACTION SNIPPET 10000 1665 SEEN_PREVIOUSLY b'587058'
ACTION SNIPPET 10000 1668 SNIPPET_NOT_RELEVANT b'703591'
ACTION SNIPPET 10000 1671 SNIPPET_RELEVANT b'1590186'
ACTION DOC 10000 1691 EXAMINING_DOCUMENT b'1590186'
ACTION MARK 10000 1694 CONSIDERED_RELEVANT b'1590186'
ACTION QUERY 10000 1704 Casino on Indian land
ACTION SERP 10000 1709 EXAMINE_SERP
ACTION SNIPPET 10000 1712 SEEN_PREVIOUSLY b'1404518'
ACTION SNIPPET 10000 1715 SNIPPET_RELEVANT b'1131898'
ACTION DOC 10000 1735 EXAMINING_DOCUMENT b'1131898'
ACTION MARK 10000 1738 CONSIDERED_RELEVANT b'1131898'
ACTION SNIPPET 10000 1741 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 1744 SNIPPET_NOT_RELEVANT b'746115'
ACTION SNIPPET 10000 1747 SNIPPET_RELEVANT b'1579140'
ACTION DOC 10000 1767 EXAMINING_DOCUMENT b'1579140'
ACTION MARK 10000 1770 CONSIDERED_RELEVANT b'1579140'
ACTION SNIPPET 10000 1773 SNIPPET_RELEVANT b'765160'
ACTION DOC 10000 1793 EXAMINING_DOCUMENT b'765160'
ACTION MARK 10000 1796 CONSIDERED_RELEVANT b'765160'
ACTION SNIPPET 10000 1799 SEEN_PREVIOUSLY b'1047842'
ACTION SNIPPET 10000 1802 SNIPPET_RELEVANT b'1195386'
ACTION DOC 10000 1822 EXAMINING_DOCUMENT b'1195386'
ACTION MARK 10000 1825 CONSIDERED_RELEVANT b'1195386'
ACTION SNIPPET 10000 1828 SEEN_PREVIOUSLY b'784839'
ACTION SNIPPET 10000 1831 SNIPPET_RELEVANT b'1189969'
ACTION DOC 10000 1851 EXAMINING_DOCUMENT b'1189969'
ACTION MARK 10000 1854 CONSIDERED_RELEVANT b'1189969'
ACTION QUERY 10000 1864 Native American gaming regulations
ACTION SERP 10000 1869 EXAMINE_SERP
ACTION SNIPPET 10000 1872 SEEN_PREVIOUSLY b'1390982'
ACTION SNIPPET 10000 1875 SEEN_PREVIOUSLY b'453286'
ACTION SNIPPET 10000 1878 SEEN_PREVIOUSLY b'449033'
ACTION SNIPPET 10000 1881 SEEN_PREVIOUSLY b'1734352'
ACTION SNIPPET 10000 1884 SEEN_PREVIOUSLY b'659520'
ACTION SNIPPET 10000 1887 SNIPPET_NOT_RELEVANT b'1102646'
ACTION SNIPPET 10000 1890 SNIPPET_NOT_RELEVANT b'1621567'
ACTION SNIPPET 10000 1893 SNIPPET_NOT_RELEVANT b'641244'
ACTION SNIPPET 10000 1896 SNIPPET_NOT_RELEVANT b'368650'
ACTION SNIPPET 10000 1899 SNIPPET_NOT_RELEVANT b'1122954'
ACTION QUERY 10000 1909 Native American casino revenue
ACTION SERP 10000 1914 EXAMINE_SERP
ACTION SNIPPET 10000 1917 SNIPPET_RELEVANT b'1680593'
ACTION DOC 10000 1937 EXAMINING_DOCUMENT b'1680593'
ACTION MARK 10000 1940 CONSIDERED_RELEVANT b'1680593'
ACTION SNIPPET 10000 1943 SNIPPET_NOT_RELEVANT b'751799'
ACTION SNIPPET 10000 1946 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 1949 SEEN_PREVIOUSLY b'1734352'
ACTION SNIPPET 10000 1952 SEEN_PREVIOUSLY b'1088208'
ACTION SNIPPET 10000 1955 SEEN_PREVIOUSLY b'1182706'
ACTION SNIPPET 10000 1958 SEEN_PREVIOUSLY b'1229201'
ACTION SNIPPET 10000 1961 SNIPPET_NOT_RELEVANT b'1223310'
ACTION SNIPPET 10000 1964 SEEN_PREVIOUSLY b'955215'
ACTION SNIPPET 10000 1967 SNIPPET_RELEVANT b'671036'
ACTION DOC 10000 1987 EXAMINING_DOCUMENT b'671036'
ACTION MARK 10000 1990 CONSIDERED_RELEVANT b'671036'
ACTION QUERY 10000 2000 Indian casino money
ACTION SERP 10000 2005 EXAMINE_SERP
ACTION SNIPPET 10000 2008 SNIPPET_NOT_RELEVANT b'1447889'
ACTION SNIPPET 10000 2011 SEEN_PREVIOUSLY b'1732526'
ACTION SNIPPET 10000 2014 SNIPPET_NOT_RELEVANT b'1579613'
ACTION SNIPPET 10000 2017 SNIPPET_NOT_RELEVANT b'661685'
ACTION SNIPPET 10000 2020 SNIPPET_NOT_RELEVANT b'658086'
ACTION SNIPPET 10000 2023 SNIPPET_RELEVANT b'1533948'
ACTION DOC 10000 2043 EXAMINING_DOCUMENT b'1533948'
ACTION MARK 10000 2046 CONSIDERED_RELEVANT b'1533948'
ACTION SNIPPET 10000 2049 SNIPPET_RELEVANT b'1461585'
ACTION DOC 10000 2069 EXAMINING_DOCUMENT b'1461585'
ACTION MARK 10000 2072 CONSIDERED_RELEVANT b'1461585'
ACTION SNIPPET 10000 2075 SEEN_PREVIOUSLY b'449033'
ACTION SNIPPET 10000 2078 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 2081 SNIPPET_NOT_RELEVANT b'791773'
ACTION QUERY 10000 2091 Native American casinos in California
ACTION SERP 10000 2096 EXAMINE_SERP
ACTION SNIPPET 10000 2099 SEEN_PREVIOUSLY b'1182706'
ACTION SNIPPET 10000 2102 SNIPPET_RELEVANT b'1461584'
ACTION DOC 10000 2122 EXAMINING_DOCUMENT b'1461584'
ACTION MARK 10000 2125 CONSIDERED_RELEVANT b'1461584'
ACTION SNIPPET 10000 2128 SNIPPET_RELEVANT b'1060530'
ACTION DOC 10000 2148 EXAMINING_DOCUMENT b'1060530'
ACTION MARK 10000 2151 CONSIDERED_RELEVANT b'1060530'
ACTION SNIPPET 10000 2154 SEEN_PREVIOUSLY b'1533948'
ACTION SNIPPET 10000 2157 SNIPPET_RELEVANT b'1023565'
ACTION DOC 10000 2177 EXAMINING_DOCUMENT b'1023565'
ACTION MARK 10000 2180 CONSIDERED_RELEVANT b'1023565'
ACTION SNIPPET 10000 2183 SNIPPET_NOT_RELEVANT b'1181639'
ACTION SNIPPET 10000 2186 SEEN_PREVIOUSLY b'1734352'
ACTION SNIPPET 10000 2189 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 2192 SEEN_PREVIOUSLY b'1088208'
ACTION SNIPPET 10000 2195 SEEN_PREVIOUSLY b'687474'
ACTION QUERY 10000 2205 Arizona Native American casinos
ACTION SERP 10000 2210 EXAMINE_SERP
ACTION SNIPPET 10000 2213 SNIPPET_RELEVANT b'762607'
ACTION DOC 10000 2233 EXAMINING_DOCUMENT b'762607'
ACTION MARK 10000 2236 CONSIDERED_RELEVANT b'762607'
ACTION SNIPPET 10000 2239 SEEN_PREVIOUSLY b'1088208'
ACTION SNIPPET 10000 2242 SNIPPET_NOT_RELEVANT b'637135'
ACTION SNIPPET 10000 2245 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 2248 SNIPPET_NOT_RELEVANT b'751799'
ACTION SNIPPET 10000 2251 SNIPPET_RELEVANT b'1086884'
ACTION DOC 10000 2271 EXAMINING_DOCUMENT b'1086884'
ACTION MARK 10000 2274 CONSIDERED_RELEVANT b'1086884'
ACTION SNIPPET 10000 2277 SNIPPET_RELEVANT b'1652960'
ACTION DOC 10000 2297 EXAMINING_DOCUMENT b'1652960'
ACTION SNIPPET 10000 2300 SNIPPET_NOT_RELEVANT b'1747310'
ACTION SNIPPET 10000 2303 SNIPPET_NOT_RELEVANT b'891010'
ACTION SNIPPET 10000 2306 SEEN_PREVIOUSLY b'449033'
ACTION QUERY 10000 2316 Washington Native American casinos
ACTION SERP 10000 2321 EXAMINE_SERP
ACTION SNIPPET 10000 2324 SNIPPET_NOT_RELEVANT b'498450'
ACTION SNIPPET 10000 2327 SNIPPET_NOT_RELEVANT b'1639040'
ACTION SNIPPET 10000 2330 SNIPPET_RELEVANT b'937328'
ACTION DOC 10000 2350 EXAMINING_DOCUMENT b'937328'
ACTION MARK 10000 2353 CONSIDERED_RELEVANT b'937328'
ACTION SNIPPET 10000 2356 SEEN_PREVIOUSLY b'1088208'
ACTION SNIPPET 10000 2359 SNIPPET_RELEVANT b'973763'
ACTION DOC 10000 2379 EXAMINING_DOCUMENT b'973763'
ACTION SNIPPET 10000 2382 SEEN_PREVIOUSLY b'671036'
ACTION SNIPPET 10000 2385 SNIPPET_RELEVANT b'1459810'
ACTION DOC 10000 2405 EXAMINING_DOCUMENT b'1459810'
ACTION MARK 10000 2408 CONSIDERED_RELEVANT b'1459810'
ACTION SNIPPET 10000 2411 SEEN_PREVIOUSLY b'453286'
ACTION SNIPPET 10000 2414 SNIPPET_NOT_RELEVANT b'1742492'
ACTION SNIPPET 10000 2417 SNIPPET_NOT_RELEVANT b'751799'
ACTION QUERY 10000 2427 Oklahoma Indian casinos
ACTION SERP 10000 2432 EXAMINE_SERP
ACTION SNIPPET 10000 2435 SNIPPET_RELEVANT b'1037401'
ACTION DOC 10000 2455 EXAMINING_DOCUMENT b'1037401'
ACTION SNIPPET 10000 2458 SNIPPET_NOT_RELEVANT b'783280'
ACTION SNIPPET 10000 2461 SNIPPET_NOT_RELEVANT b'807642'
ACTION SNIPPET 10000 2464 SNIPPET_RELEVANT b'1029617'
ACTION DOC 10000 2484 EXAMINING_DOCUMENT b'1029617'
ACTION MARK 10000 2487 CONSIDERED_RELEVANT b'1029617'
ACTION SNIPPET 10000 2490 SNIPPET_RELEVANT b'1475003'
ACTION DOC 10000 2510 EXAMINING_DOCUMENT b'1475003'
ACTION MARK 10000 2513 CONSIDERED_RELEVANT b'1475003'
ACTION SNIPPET 10000 2516 SEEN_PREVIOUSLY b'1663305'
ACTION SNIPPET 10000 2519 SNIPPET_RELEVANT b'1631816'
ACTION DOC 10000 2539 EXAMINING_DOCUMENT b'1631816'
ACTION MARK 10000 2542 CONSIDERED_RELEVANT b'1631816'
ACTION SNIPPET 10000 2545 SNIPPET_RELEVANT b'1048100'
ACTION DOC 10000 2565 EXAMINING_DOCUMENT b'1048100'
ACTION MARK 10000 2568 CONSIDERED_RELEVANT b'1048100'
ACTION SNIPPET 10000 2571 SNIPPET_RELEVANT b'1626811'
ACTION DOC 10000 2591 EXAMINING_DOCUMENT b'1626811'
ACTION MARK 10000 2594 CONSIDERED_RELEVANT b'1626811'
ACTION SNIPPET 10000 2597 SNIPPET_RELEVANT b'1037464'
ACTION DOC 10000 2617 EXAMINING_DOCUMENT b'1037464'
ACTION MARK 10000 2620 CONSIDERED_RELEVANT b'1037464'
ACTION QUERY 10000 2630 Florida Native American gambling
ACTION SERP 10000 2635 EXAMINE_SERP
ACTION SNIPPET 10000 2638 SNIPPET_NOT_RELEVANT b'1680447'
ACTION SNIPPET 10000 2641 SEEN_PREVIOUSLY b'659520'
ACTION SNIPPET 10000 2644 SEEN_PREVIOUSLY b'453286'
ACTION SNIPPET 10000 2647 SNIPPET_RELEVANT b'498450'
ACTION DOC 10000 2667 EXAMINING_DOCUMENT b'498450'
